City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
258,Lagos,NG,2021-12-15 18:48:01,6.5833,3.75,84.52,78,100,6.64,overcast clouds
259,Inhambane,MZ,2021-12-15 18:52:07,-23.865,35.3833,82.38,83,40,11.99,scattered clouds
260,Tabuleiro Do Norte,BR,2021-12-15 18:52:07,-5.2467,-38.1306,97.75,27,100,9.26,overcast clouds
261,Vila,PT,2021-12-15 18:47:54,42.0304,-8.1588,44.92,69,8,4.41,clear sky
262,Atambua,ID,2021-12-15 18:52:08,-9.1061,124.8925,74.55,85,3,3.42,clear sky
263,Tauramena,CO,2021-12-15 18:52:09,5.0183,-72.7492,85.06,58,99,4.61,overcast clouds
264,Villeneuve-Loubet,FR,2021-12-15 18:52:09,43.6666,7.1204,53.65,84,0,11.5,clear sky
265,Crotone,IT,2021-12-15 18:52:10,39.0851,17.1178,46.49,69,16,16.4,few clouds
266,Port Macquarie,AU,2021-12-15 18:47:13,-31.4333,152.9167,69.76,81,78,4.38,broken clouds
267,Koulikoro,ML,2021-12-15 18:52:10,14.0,-7.75,80.96,15,100,9.35,overcast clouds
268,Ancud,CL,2021-12-15 18:52:11,-41.8697,-73.8203,63.93,67,32,6.15,scattered clouds
269,Pokrovsk,UA,2021-12-15 18:52:11,48.282,37.1758,35.55,92,96,7.61,overcast clouds
270,Haines Junction,CA,2021-12-15 18:52:12,60.7522,-137.5108,-18.45,76,100,1.14,overcast clouds
271,Kuytun,RU,2021-12-15 18:52:14,54.3419,101.5036,-18.94,100,91,3.89,overcast clouds
272,Yanam,IN,2021-12-15 18:44:54,16.7333,82.2167,72.23,68,100,4.18,light rain
273,Saint-Georges,GD,2021-12-15 18:42:19,12.0564,-61.7485,85.68,70,20,25.32,few clouds
274,Ahipara,NZ,2021-12-15 18:52:15,-35.1667,173.1667,66.11,92,40,11.36,scattered clouds
275,Swan Hill,AU,2021-12-15 18:52:16,-35.3378,143.5544,55.72,72,0,7.45,clear sky
276,Bonthe,SL,2021-12-15 18:49:32,7.5264,-12.505,81.18,75,100,8.28,overcast clouds
277,Krasnoselkup,RU,2021-12-15 18:44:42,65.7,82.4667,-12.93,100,99,6.13,overcast clouds
278,Almaznyy,RU,2021-12-15 18:52:18,48.0448,40.045,35.74,96,48,5.57,scattered clouds
279,Flinders,AU,2021-12-15 18:43:11,-34.5833,150.8552,67.21,90,40,4.99,scattered clouds
280,Inverell,AU,2021-12-15 18:52:18,-29.7833,151.1167,67.15,77,100,2.3,overcast clouds
281,San Luis,AR,2021-12-15 18:47:32,-33.295,-66.3356,81.64,37,72,7.47,broken clouds
282,Hithadhoo,MV,2021-12-15 18:43:25,-0.6,73.0833,82.04,71,97,1.59,overcast clouds
283,Tabou,CI,2021-12-15 18:52:19,4.423,-7.3528,80.35,83,75,6.93,broken clouds
284,Saint George,US,2021-12-15 18:39:18,37.1041,-113.5841,44.64,52,1,5.01,clear sky
285,Waterloo,CA,2021-12-15 18:52:20,43.4668,-80.5164,43.48,92,90,13.0,overcast clouds
286,Almeirim,BR,2021-12-15 18:52:21,-1.5233,-52.5817,90.23,52,100,5.03,light rain
287,Hasaki,JP,2021-12-15 18:43:17,35.7333,140.8333,34.2,59,20,5.08,few clouds
288,Okha,RU,2021-12-15 18:52:22,53.5739,142.9478,-2.97,90,46,21.77,scattered clouds
289,Bilibino,RU,2021-12-15 18:52:22,68.0546,166.4372,-6.95,74,100,5.06,overcast clouds
290,Palmeirais,BR,2021-12-15 18:52:23,-5.9778,-43.0633,97.65,30,41,3.51,scattered clouds
291,Mapiri,BO,2021-12-15 18:52:23,-15.25,-68.1667,85.91,58,99,3.33,overcast clouds
292,Bealanana,MG,2021-12-15 18:52:24,-14.55,48.7333,66.54,85,84,2.93,light rain
293,Chumphon,TH,2021-12-15 18:52:24,10.3333,98.8333,66.54,92,100,0.85,overcast clouds
294,Hami,CN,2021-12-15 18:44:45,42.8,93.45,21.42,48,7,8.37,clear sky
295,Mumford,GH,2021-12-15 18:52:25,5.2618,-0.759,80.96,83,98,7.67,light rain
296,Shaowu,CN,2021-12-15 18:52:26,27.3409,117.4831,59.2,98,98,0.74,overcast clouds
297,Bambous Virieux,MU,2021-12-15 18:42:56,-20.3428,57.7575,76.21,88,40,4.61,light rain
298,Olafsvik,IS,2021-12-15 18:52:28,64.8945,-23.7142,42.04,86,29,27.69,scattered clouds
299,Nagaur,IN,2021-12-15 18:52:29,27.2,73.7333,56.55,30,0,7.9,clear sky
300,Nueva Loja,EC,2021-12-15 18:48:56,0.0847,-76.8828,87.82,62,40,3.44,scattered clouds
301,Koshurnikovo,RU,2021-12-15 18:52:29,54.1667,93.3,-17.1,100,72,4.61,broken clouds
302,Bredasdorp,ZA,2021-12-15 18:44:48,-34.5322,20.0403,59.29,62,100,13.98,overcast clouds
303,Jamestown,US,2021-12-15 18:42:52,42.097,-79.2353,45.3,80,100,5.99,overcast clouds
304,Pital,CO,2021-12-15 18:52:31,2.2665,-75.8044,82.15,59,100,4.94,overcast clouds
305,Alekseyevskoye,RU,2021-12-15 18:52:32,55.3071,50.1135,25.48,97,100,6.98,overcast clouds
306,Viedma,AR,2021-12-15 18:46:28,-40.8135,-62.9967,81.93,28,100,15.5,overcast clouds
307,Bilma,NE,2021-12-15 18:46:57,18.6853,12.9164,64.74,20,100,10.85,overcast clouds
308,Mazatlan,MX,2021-12-15 18:50:03,23.2167,-106.4167,79.92,85,44,4.0,scattered clouds
309,Rocha,UY,2021-12-15 18:45:51,-34.4833,-54.3333,74.37,75,94,5.95,overcast clouds
310,Bandrele,YT,2021-12-15 18:52:34,-12.9067,45.1914,80.35,78,0,5.75,clear sky
311,Mandalgovi,MN,2021-12-15 18:45:07,45.7625,106.2708,-1.7,57,100,14.85,overcast clouds
312,Fort Nelson,CA,2021-12-15 18:48:27,58.8053,-122.7002,-26.01,75,90,2.3,overcast clouds
313,Sao Filipe,CV,2021-12-15 18:52:36,14.8961,-24.4956,74.79,70,98,10.42,overcast clouds
314,Havelock,US,2021-12-15 18:52:37,34.8791,-76.9013,69.98,71,93,1.99,overcast clouds
315,Contamana,PE,2021-12-15 18:52:37,-7.3333,-75.0167,88.75,53,100,4.59,overcast clouds
316,Kasongo-Lunda,CD,2021-12-15 18:52:38,-6.4667,16.8167,72.05,92,98,1.43,overcast clouds
317,Laishevo,RU,2021-12-15 18:52:38,55.4046,49.5504,25.02,97,100,6.22,overcast clouds
318,Asosa,ET,2021-12-15 18:52:39,10.0667,34.5333,68.61,30,10,5.99,clear sky
319,Verkhnevilyuysk,RU,2021-12-15 18:52:39,63.4453,120.3167,-16.19,95,100,5.91,overcast clouds
320,Beringovskiy,RU,2021-12-15 18:45:49,63.05,179.3167,17.74,92,100,20.45,light snow
321,Kahului,US,2021-12-15 18:45:37,20.8947,-156.47,76.84,82,20,8.05,few clouds
322,Mendoza,AR,2021-12-15 18:52:41,-32.8908,-68.8272,83.73,39,20,11.5,few clouds
323,Bengkulu,ID,2021-12-15 18:46:15,-3.8004,102.2655,75.45,90,100,3.89,light rain
324,Pacific Grove,US,2021-12-15 18:45:13,36.6177,-121.9166,53.71,74,1,1.99,clear sky
325,Zhezkazgan,KZ,2021-12-15 18:52:44,47.8043,67.7144,13.98,86,100,3.8,overcast clouds
326,Vallenar,CL,2021-12-15 18:52:44,-28.5708,-70.7581,84.58,24,0,11.23,clear sky
327,Springdale,US,2021-12-15 18:52:45,36.1867,-94.1288,73.13,69,75,25.01,broken clouds
328,Honiara,SB,2021-12-15 18:52:45,-9.4333,159.95,77.45,92,100,4.56,overcast clouds
329,Santo Antonio Do Monte,BR,2021-12-15 18:52:46,-20.0872,-45.2936,69.67,89,100,5.7,overcast clouds
330,George Town,MY,2021-12-15 18:51:14,5.4112,100.3354,81.9,79,20,3.0,few clouds
331,Lahaina,US,2021-12-15 18:52:47,20.8783,-156.6825,77.81,79,16,7.14,few clouds
332,Balaipungut,ID,2021-12-15 18:52:48,1.05,101.2833,79.21,99,80,3.36,broken clouds
333,Kutulik,RU,2021-12-15 18:52:48,53.3508,102.7839,-15.57,100,50,2.86,scattered clouds
334,Chifeng,CN,2021-12-15 18:52:49,42.2683,118.9636,26.82,49,3,11.95,clear sky
335,Weatherford,US,2021-12-15 18:52:50,32.7593,-97.7972,77.32,65,70,4.0,broken clouds
336,Sistranda,NO,2021-12-15 18:52:50,63.7256,8.834,42.91,81,100,39.3,overcast clouds
337,Tarut,SA,2021-12-15 18:52:51,26.5733,50.0369,71.58,67,100,7.72,overcast clouds
338,Byron Bay,AU,2021-12-15 18:43:37,-28.65,153.6167,66.06,79,95,3.13,overcast clouds
339,Salinopolis,BR,2021-12-15 18:52:53,-0.6136,-47.3561,82.06,81,100,12.75,overcast clouds
340,Vila Franca Do Campo,PT,2021-12-15 18:52:54,37.7167,-25.4333,62.2,77,99,5.5,overcast clouds
341,Boyolangu,ID,2021-12-15 18:44:59,-8.1181,111.8935,77.04,88,100,2.1,overcast clouds
342,Mirnyy,RU,2021-12-15 18:48:43,62.5353,113.9611,-13.09,87,100,11.23,overcast clouds
343,Meadow Lake,US,2021-12-15 18:47:45,34.8014,-106.5436,49.6,17,1,16.71,clear sky
344,Hargeysa,SO,2021-12-15 18:52:55,9.56,44.065,58.98,93,37,10.16,scattered clouds
345,La Ronge,CA,2021-12-15 18:44:03,55.1001,-105.2842,-0.15,85,75,9.22,light snow
346,Salalah,OM,2021-12-15 18:46:05,17.0151,54.0924,77.09,69,20,8.05,few clouds
347,Zeya,RU,2021-12-15 18:48:24,53.75,127.2667,-17.7,77,8,3.36,clear sky
348,Araouane,ML,2021-12-15 18:47:25,18.9048,-3.5265,79.07,24,100,7.83,overcast clouds
349,Mormugao,IN,2021-12-15 18:52:56,15.4,73.8,78.06,78,20,6.91,few clouds
350,Vardo,NO,2021-12-15 18:47:40,70.3705,31.1107,30.18,86,75,12.66,broken clouds
351,Vanimo,PG,2021-12-15 18:52:58,-2.6741,141.3028,76.86,89,100,4.38,overcast clouds
352,Oriximina,BR,2021-12-15 18:52:59,-1.7656,-55.8661,88.38,57,100,0.34,light rain
353,La Maddalena,IT,2021-12-15 18:53:00,41.2142,9.4083,48.36,76,60,5.64,broken clouds
354,Toora-Khem,RU,2021-12-15 18:53:00,52.4675,96.11,-22.68,99,66,1.52,broken clouds
355,Vestmanna,FO,2021-12-15 18:53:01,62.1564,-7.1664,43.72,70,75,20.71,broken clouds
356,Marfino,RU,2021-12-15 18:53:01,55.7028,37.3822,29.48,92,90,8.95,light snow
357,Alice Springs,AU,2021-12-15 18:45:36,-23.7,133.8833,67.55,64,0,0.0,clear sky
358,Saint-Ambroise,CA,2021-12-15 18:53:03,48.5501,-71.3324,17.42,67,100,4.61,overcast clouds
359,Luoyang,CN,2021-12-15 18:53:04,34.6836,112.4536,43.75,38,86,6.8,overcast clouds
360,Esperance,AU,2021-12-15 18:45:32,-33.8667,121.9,57.04,89,55,10.13,broken clouds
361,Ugoofaaru,MV,2021-12-15 18:45:21,5.6667,73.0,81.0,77,85,10.76,light rain
362,Ewa Beach,US,2021-12-15 18:44:50,21.3156,-158.0072,77.02,78,1,3.44,clear sky
363,Santo Augusto,BR,2021-12-15 18:49:33,-27.8508,-53.7772,87.26,62,100,10.2,overcast clouds
364,Padang,ID,2021-12-15 18:46:26,-0.9492,100.3543,77.59,87,100,3.69,moderate rain
365,Anloga,GH,2021-12-15 18:53:09,5.7947,0.8973,79.02,79,83,11.1,broken clouds
366,Pisco,PE,2021-12-15 18:43:09,-13.7,-76.2167,71.02,78,7,10.36,haze
367,Joensuu,FI,2021-12-15 18:53:10,62.6012,29.7632,33.28,97,90,5.75,light shower snow
368,Acarau,BR,2021-12-15 18:47:34,-2.8856,-40.12,85.71,65,41,21.9,scattered clouds
369,Seymchan,RU,2021-12-15 18:53:10,62.8833,152.4333,-16.44,99,100,1.23,light snow
370,Bonavista,CA,2021-12-15 18:48:57,48.6499,-53.1147,27.12,76,100,36.42,light snow
371,Solton,RU,2021-12-15 18:53:11,52.8429,86.4787,10.31,87,100,3.69,overcast clouds
372,Matagami,CA,2021-12-15 18:53:12,49.7502,-77.6328,23.11,74,90,17.27,overcast clouds
373,Sulangan,PH,2021-12-15 18:53:12,11.1373,123.7228,80.02,86,100,25.05,overcast clouds
374,Tilichiki,RU,2021-12-15 18:53:13,60.4667,166.1,2.35,94,100,7.11,overcast clouds
375,Dodoma,TZ,2021-12-15 18:53:11,-6.1722,35.7395,73.26,64,97,11.1,overcast clouds
376,Henties Bay,NA,2021-12-15 18:44:46,-22.116,14.2845,61.86,87,0,10.54,clear sky
377,Ishurdi,BD,2021-12-15 18:53:14,24.1333,89.0833,63.34,45,74,6.67,broken clouds
378,Thinadhoo,MV,2021-12-15 18:46:19,0.5333,72.9333,80.98,74,99,1.28,overcast clouds
379,Rio Grande,BR,2021-12-15 18:51:39,-32.035,-52.0986,71.71,94,100,17.74,overcast clouds
380,Soto La Marina,MX,2021-12-15 18:53:16,23.7667,-98.2167,83.77,41,23,13.82,few clouds
381,Nadym,RU,2021-12-15 18:53:16,65.5333,72.5167,-9.65,100,80,6.15,broken clouds
382,Malko Tarnovo,BG,2021-12-15 18:53:18,41.9833,27.5333,35.58,97,100,12.41,light rain
383,Puerto Madero,MX,2021-12-15 18:53:18,14.7208,-92.4215,83.59,56,0,7.36,clear sky
384,Batagay-Alyta,RU,2021-12-15 18:48:41,67.8006,130.4114,-20.22,98,100,1.59,overcast clouds
385,Sri Aman,MY,2021-12-15 18:53:19,1.2376,111.4621,75.25,94,96,0.0,overcast clouds
386,Abu Samrah,SY,2021-12-15 18:45:53,35.3029,37.1841,55.42,70,25,3.18,scattered clouds
387,Santa Marinella,IT,2021-12-15 18:53:20,42.0345,11.8536,54.93,81,19,6.58,few clouds
388,Atar,MR,2021-12-15 18:43:26,20.5169,-13.0499,82.45,20,0,0.0,clear sky
389,Chulman,RU,2021-12-15 18:53:22,56.8479,124.9104,-38.61,100,100,1.36,overcast clouds
390,Gigmoto,PH,2021-12-15 18:53:22,13.7796,124.39,79.0,90,95,17.38,overcast clouds
391,Broome,US,2021-12-15 18:45:27,42.2506,-75.833,43.84,85,90,1.01,moderate rain
392,Ballina,AU,2021-12-15 18:53:24,-28.8667,153.5667,62.78,99,96,1.14,overcast clouds
393,Dicabisagan,PH,2021-12-15 18:53:25,17.0818,122.4157,73.89,88,100,5.32,overcast clouds
394,Katsuura,JP,2021-12-15 18:43:41,35.1333,140.3,44.71,56,2,2.91,clear sky
395,Meulaboh,ID,2021-12-15 18:49:11,4.1363,96.1285,77.11,89,97,3.74,overcast clouds
396,Ilulissat,GL,2021-12-15 18:53:27,69.2167,-51.1,5.74,93,100,4.05,overcast clouds
397,Lamar,US,2021-12-15 18:53:28,33.6668,-95.5836,78.46,69,90,25.32,overcast clouds
398,Beckley,US,2021-12-15 18:53:00,37.7782,-81.1882,62.49,37,100,1.01,overcast clouds
399,Marawi,PH,2021-12-15 18:45:33,7.9986,124.2928,66.65,98,100,3.44,light rain
400,Nichinan,JP,2021-12-15 18:53:29,31.6,131.3667,44.76,75,0,2.59,clear sky
401,Cape Coast,GH,2021-12-15 18:53:30,5.1053,-1.2466,81.19,83,96,9.51,light rain
402,Am Timan,TD,2021-12-15 18:53:31,11.0297,20.2827,85.14,20,22,2.24,few clouds
403,Longyearbyen,SJ,2021-12-15 18:41:06,78.2186,15.6401,28.24,69,20,14.97,few clouds
404,Port Blair,IN,2021-12-15 18:45:12,11.6667,92.75,77.92,73,99,8.68,overcast clouds
405,Pucallpa,PE,2021-12-15 18:53:32,-8.3791,-74.5539,84.24,74,75,11.5,broken clouds
406,Lasa,IT,2021-12-15 18:46:53,46.6166,10.7002,43.68,67,87,4.47,overcast clouds
407,Kalmunai,LK,2021-12-15 18:53:33,7.4167,81.8167,77.04,83,100,3.51,overcast clouds
408,Necochea,AR,2021-12-15 18:44:36,-38.5473,-58.7368,73.04,49,38,17.52,scattered clouds
409,Xunchang,CN,2021-12-15 18:53:33,28.4543,104.715,49.84,90,100,0.25,overcast clouds
410,Taltal,CL,2021-12-15 18:53:34,-25.4,-70.4833,68.95,68,22,8.55,few clouds
411,Saint-Pierre,RE,2021-12-15 18:53:36,-21.3393,55.4781,76.68,75,75,8.05,light rain
412,Bulata,PH,2021-12-15 18:53:37,9.8599,122.4016,79.27,85,100,20.31,overcast clouds
413,Awjilah,LY,2021-12-15 18:48:48,29.1081,21.2869,59.09,60,77,4.92,broken clouds
414,Umm Lajj,SA,2021-12-15 18:43:59,25.0213,37.2685,73.17,75,15,11.63,few clouds
415,Ensley,US,2021-12-15 18:53:39,30.5188,-87.2728,75.42,82,75,1.01,broken clouds
416,Tashla,RU,2021-12-15 18:53:40,51.7716,52.7427,26.6,96,100,8.43,overcast clouds
417,Neryungri,RU,2021-12-15 18:53:40,56.6709,124.6491,-35.27,99,100,2.13,overcast clouds
418,Igunga,TZ,2021-12-15 18:53:41,-4.2833,33.8833,72.48,69,91,6.33,overcast clouds
419,Murgab,TM,2021-12-15 18:53:42,37.4966,61.9714,33.76,60,0,8.1,clear sky
420,Innisfail,AU,2021-12-15 18:53:43,-17.5333,146.0333,77.29,74,91,2.24,overcast clouds
421,Bundaberg,AU,2021-12-15 18:53:43,-24.85,152.35,69.22,93,3,1.99,clear sky
422,Kirtipur,NP,2021-12-15 18:53:45,27.6667,85.2833,42.73,87,20,3.44,few clouds
423,Sartell,US,2021-12-15 18:53:46,45.6216,-94.2069,48.72,97,90,3.0,mist
424,Hastings,GB,2021-12-15 18:53:46,50.8552,0.5729,53.53,89,51,7.67,broken clouds
425,Kita,ML,2021-12-15 18:53:47,13.0349,-9.4895,85.89,15,100,5.3,overcast clouds
426,Luderitz,NA,2021-12-15 18:44:37,-26.6481,15.1594,63.88,67,7,26.28,clear sky
427,Evensk,RU,2021-12-15 18:48:03,61.95,159.2333,5.5,95,100,7.38,overcast clouds
428,Sept-Iles,CA,2021-12-15 18:49:06,50.2001,-66.3821,26.06,61,75,5.01,broken clouds
429,Guangyuan,CN,2021-12-15 18:53:48,32.442,105.823,45.45,79,99,5.84,overcast clouds
430,Nioro,GM,2021-12-15 18:46:33,13.35,-15.75,86.97,11,100,6.31,overcast clouds
431,Rosa Zarate,EC,2021-12-15 18:53:50,0.3333,-79.4667,77.99,81,100,4.5,overcast clouds
432,Bell Ville,AR,2021-12-15 18:53:50,-32.6259,-62.6887,83.66,26,0,7.43,clear sky
433,Ranong,TH,2021-12-15 18:53:51,9.9658,98.6348,73.83,85,92,3.89,overcast clouds
434,Belvidere,US,2021-12-15 18:53:52,42.2639,-88.8443,65.28,85,100,21.77,overcast clouds
435,Bure,ET,2021-12-15 18:53:52,10.7,37.0667,62.2,39,31,6.89,scattered clouds
436,Kirakira,SB,2021-12-15 18:53:54,-10.4544,161.9205,79.63,85,100,5.68,overcast clouds
437,Boca Do Acre,BR,2021-12-15 18:53:55,-8.7522,-67.3978,83.84,67,100,1.72,overcast clouds
438,Kaliua,TZ,2021-12-15 18:53:55,-5.0606,31.7936,66.52,85,100,2.57,overcast clouds
439,Barbastro,ES,2021-12-15 18:53:56,42.0356,0.1269,49.78,65,20,3.02,few clouds
440,Ambon,ID,2021-12-15 18:53:57,-3.6954,128.1814,78.94,89,40,4.61,scattered clouds
441,Touros,BR,2021-12-15 18:42:29,-5.1989,-35.4608,86.9,66,100,14.52,overcast clouds
442,Luwuk,ID,2021-12-15 18:45:30,-0.9516,122.7875,78.57,86,99,3.15,overcast clouds
443,Padilla,CO,2021-12-15 18:53:58,3.2204,-76.3139,81.97,66,97,1.72,overcast clouds
444,Moramanga,MG,2021-12-15 18:53:59,-18.9333,48.2,62.98,96,42,2.35,scattered clouds
445,Sandy Bay,AU,2021-12-15 18:53:59,-42.913,147.3532,54.05,77,90,1.01,overcast clouds
446,Tocopilla,CL,2021-12-15 18:54:00,-22.092,-70.1979,71.17,67,100,10.33,overcast clouds
447,Ginir,ET,2021-12-15 18:54:00,7.1333,40.7,58.15,66,100,2.64,overcast clouds
448,Moss Point,US,2021-12-15 18:54:01,30.4116,-88.5345,75.07,73,90,10.36,overcast clouds
449,Nalut,LY,2021-12-15 18:54:01,30.3333,10.85,53.28,46,100,8.14,overcast clouds
450,Kidal,ML,2021-12-15 18:54:02,18.4411,1.4078,75.9,22,100,12.53,overcast clouds
451,Katobu,ID,2021-12-15 18:44:35,-4.9408,122.5276,76.03,92,100,1.41,overcast clouds
452,Fiditi,NG,2021-12-15 18:54:03,7.7136,3.9172,84.6,38,96,2.28,overcast clouds
453,Adre,TD,2021-12-15 18:54:03,13.4667,22.2,75.43,26,3,6.17,clear sky
454,Bambui,BR,2021-12-15 18:54:04,-20.0064,-45.9769,75.07,80,97,5.95,overcast clouds
455,Lagunas,PE,2021-12-15 18:54:04,-5.2269,-75.6753,86.29,68,100,5.55,overcast clouds
456,Hofn,IS,2021-12-15 18:45:03,64.2539,-15.2082,39.22,81,20,23.02,few clouds
457,Monki,PL,2021-12-15 18:54:05,53.405,22.7979,35.67,98,100,10.58,overcast clouds
458,Pendencias,BR,2021-12-15 18:54:06,-5.26,-36.7222,90.3,45,100,19.15,overcast clouds
459,Chernyshevskiy,RU,2021-12-15 18:48:22,63.0128,112.4714,-15.16,89,100,10.13,overcast clouds
460,Panzhihua,CN,2021-12-15 18:54:07,26.5851,101.7128,48.67,75,23,1.16,few clouds
461,Heiligenhafen,DE,2021-12-15 18:54:07,54.3667,10.9833,48.94,89,100,17.45,overcast clouds
462,Bainbridge,US,2021-12-15 18:52:41,47.6262,-122.5212,44.47,74,90,1.99,light rain
463,Magugu,TZ,2021-12-15 18:54:08,-4.0167,35.7667,68.23,86,96,2.75,moderate rain
464,Biak,ID,2021-12-15 18:54:09,-0.9131,122.8766,77.32,84,92,3.11,overcast clouds
465,Beyneu,KZ,2021-12-15 18:54:10,45.3167,55.2,36.54,67,84,23.58,broken clouds
466,Pochutla,MX,2021-12-15 18:54:11,15.7432,-96.4661,89.82,37,3,8.77,clear sky
467,Sumbe,AO,2021-12-15 18:54:11,-11.2061,13.8437,77.94,86,100,5.68,overcast clouds
468,Vestmannaeyjar,IS,2021-12-15 18:45:18,63.4427,-20.2734,43.79,81,75,29.93,broken clouds
469,Maloy,NO,2021-12-15 18:54:13,61.9353,5.1136,48.67,90,20,8.99,light rain
470,Hanyang,CN,2021-12-15 18:54:13,32.1371,105.5126,42.84,79,100,4.72,overcast clouds
471,Olden,NO,2021-12-15 18:54:14,61.8364,6.8064,48.94,98,99,7.56,overcast clouds
472,Kigoma,TZ,2021-12-15 18:54:14,-4.8769,29.6267,74.66,72,100,3.31,overcast clouds
473,Presque Isle,US,2021-12-15 18:52:08,46.6811,-68.0159,26.29,57,1,6.91,clear sky
474,Borujerd,IR,2021-12-15 18:54:15,33.8973,48.7516,43.97,30,0,3.36,clear sky
475,Cabo San Lucas,MX,2021-12-15 18:51:29,22.8909,-109.9124,85.51,48,61,3.0,broken clouds
476,Moorhead,US,2021-12-15 18:54:16,46.8739,-96.7676,40.87,94,90,10.36,fog
477,Bereda,ES,2021-12-15 18:54:16,43.2686,-7.5406,45.91,85,12,1.36,few clouds
478,Berdigestyakh,RU,2021-12-15 18:54:16,62.0989,126.6992,-23.84,97,100,6.31,overcast clouds
479,Luena,AO,2021-12-15 18:54:17,-11.7833,19.9167,64.47,88,90,4.25,overcast clouds
480,Tornio,FI,2021-12-15 18:54:18,65.8481,24.1466,33.82,82,100,12.19,snow
481,Cap Malheureux,MU,2021-12-15 18:54:18,-19.9842,57.6142,76.46,73,5,5.99,light rain
482,Labuhan,ID,2021-12-15 18:54:19,-6.8844,112.2051,77.38,89,100,6.8,overcast clouds
483,Shingu,JP,2021-12-15 18:54:19,33.7333,135.9833,45.18,82,7,7.25,clear sky
484,Saint-Junien,FR,2021-12-15 18:54:20,45.8833,0.9,49.51,84,54,5.48,broken clouds
485,Bossangoa,CF,2021-12-15 18:54:20,6.4926,17.4552,79.39,25,100,3.98,overcast clouds
486,Geraldton,AU,2021-12-15 18:54:21,-28.7667,114.6,64.81,77,90,6.91,overcast clouds
487,Oga,IT,2021-12-15 18:54:22,46.4631,10.347,36.28,75,81,3.0,broken clouds
488,Mareeba,AU,2021-12-15 18:54:22,-17.0,145.4333,70.52,94,16,2.59,few clouds
489,Sabang,ID,2021-12-15 18:54:23,5.8933,95.3214,82.26,77,62,12.95,broken clouds
490,Ouadda,CF,2021-12-15 18:54:23,8.0777,22.4007,76.35,26,100,4.63,overcast clouds
491,Horki,BY,2021-12-15 18:54:24,54.2861,30.9842,28.74,90,35,9.19,scattered clouds
492,Yining,CN,2021-12-15 18:46:50,29.0361,114.5636,56.57,82,100,2.48,overcast clouds
493,Porto Novo,BJ,2021-12-15 18:46:18,6.4965,2.6036,84.02,78,11,7.65,few clouds
494,Verkhoyansk,RU,2021-12-15 18:54:26,67.5447,133.385,-33.83,99,96,1.92,overcast clouds
495,Salou,ES,2021-12-15 18:54:26,41.0766,1.1416,56.28,71,20,3.44,few clouds
496,Gangapur,IN,2021-12-15 18:54:27,26.4833,76.7167,59.81,60,2,5.03,clear sky
497,Lang Son,VN,2021-12-15 18:54:28,21.8333,106.7333,59.54,96,59,1.14,broken clouds
498,Plettenberg Bay,ZA,2021-12-15 18:54:29,-34.0527,23.3716,61.34,82,100,14.9,light rain
499,Chapais,CA,2021-12-15 18:49:06,49.7834,-74.8492,13.78,79,100,12.06,overcast clouds
500,Ketchikan,US,2021-12-15 18:54:29,55.3422,-131.6461,28.8,81,100,4.65,overcast clouds
501,Coolum Beach,AU,2021-12-15 18:54:30,-26.5333,153.1,67.1,97,2,3.31,clear sky
502,Miandrivazo,MG,2021-12-15 18:54:31,-19.5167,45.4667,78.78,73,48,6.24,light rain
503,Pemex,MX,2021-12-15 18:54:31,18.4395,-96.3461,83.32,55,3,2.42,clear sky
504,Cap-Haitien,HT,2021-12-15 18:54:32,19.7578,-72.2042,80.29,72,0,25.14,clear sky
505,Victor Harbor,AU,2021-12-15 18:54:32,-35.5667,138.6167,59.9,89,0,6.71,clear sky
506,Anadyr,RU,2021-12-15 18:54:33,64.75,177.4833,5.5,85,40,26.84,light snow
507,Dubrovka,RU,2021-12-15 18:54:33,53.6907,33.5071,30.18,89,100,7.31,overcast clouds
508,Husavik,IS,2021-12-15 18:44:41,66.0449,-17.3389,40.91,85,100,10.18,overcast clouds
509,Upata,VE,2021-12-15 18:54:34,8.0086,-62.3989,78.1,85,76,4.76,broken clouds
510,Buraydah,SA,2021-12-15 18:54:36,26.326,43.975,63.05,16,100,7.81,overcast clouds
511,Tumut,AU,2021-12-15 18:54:37,-35.3,148.2167,52.79,95,2,1.7,clear sky
512,Dunedin,NZ,2021-12-15 18:49:15,-45.8742,170.5036,53.8,97,100,6.15,light rain
513,Stalskoye,RU,2021-12-15 18:54:40,43.1873,46.9672,44.15,60,34,8.7,scattered clouds
514,Palmer,US,2021-12-15 18:54:40,42.1584,-72.3287,45.93,42,75,1.01,broken clouds
515,Abakaliki,NG,2021-12-15 18:54:41,6.3163,8.1169,84.97,18,100,2.51,overcast clouds
516,Oshnaviyeh,IR,2021-12-15 18:54:42,37.0397,45.0983,28.65,36,0,6.4,clear sky
517,Luganville,VU,2021-12-15 18:54:43,-15.5333,167.1667,78.42,87,90,7.9,overcast clouds
518,Chulakivka,UA,2021-12-15 18:54:43,46.3576,32.3514,38.66,88,100,18.79,overcast clouds
519,Lisieux,FR,2021-12-15 18:54:44,49.1667,0.1667,47.93,91,0,5.39,clear sky
520,Aswan,EG,2021-12-15 18:49:06,24.0934,32.907,63.7,34,0,13.8,clear sky
